"","punk","bid","bid_withdrawn","offer","offer_withdrawn","transfer","unwrap","wrap","largest_bid","sold_price","sold_date","last_sold_price"
"17828",4694,0,0,4,0,1,0,0,NA,"55",2019-11-02,"NA"
"17829",4695,0,0,5,0,1,0,0,NA,"15441",2021-02-15,"NA"
"17830",4696,0,0,2,0,0,0,0,NA,"18166",2021-02-15,"350"
"17831",4696,1,0,0,0,0,0,0,"336","350",2020-08-31,"299"
"17832",4696,0,0,1,0,0,0,0,NA,"299",2020-05-27,"NA"
"17833",4697,0,0,5,2,1,2,1,NA,"18148",2021-02-15,"1344"
"17834",4697,0,0,0,0,1,0,1,NA,"1344",2020-09-27,"111"
"17835",4697,0,0,1,0,1,0,0,NA,"111",2020-04-17,"NA"
"17836",4698,0,0,2,1,0,0,0,NA,"20180",2021-02-15,"67"
"17837",4698,1,1,1,0,0,0,0,"34","67",2017-07-22,"NA"
"17838",4699,0,0,1,0,2,1,1,NA,"16492",2021-02-15,"67"
"17839",4699,0,0,1,0,0,0,0,NA,"67",2020-01-04,"36"
"17840",4699,0,0,1,0,0,0,0,NA,"36",2019-01-24,"NA"
"17841",4700,0,0,1,0,0,0,0,NA,"64208",2021-02-15,"20736"
"17842",4700,2,1,1,0,0,0,0,"62","20736",2021-01-30,"NA"
"17843",4701,1,0,0,0,1,0,0,"21876","22014",2021-02-15,"NA"
"17844",4702,0,0,1,0,0,1,0,NA,"14922",2021-02-15,"1549"
"17845",4702,0,1,1,0,3,1,2,NA,"1549",2020-10-10,"1559"
"17846",4702,2,0,1,0,1,0,0,"1355","1559",2020-10-07,"18"
"17847",4702,0,0,1,0,0,0,0,NA,"18",2018-11-20,"NA"
"17848",4703,0,0,3,0,5,5,5,NA,"0",2021-07-30,"15996"
"17849",4703,0,0,2,1,0,0,0,NA,"15996",2021-02-15,"NA"
"17850",4704,0,1,1,0,0,1,0,NA,"14879",2021-02-15,"2045"
"17851",4704,0,0,0,0,0,0,0,NA,"2045",2020-09-30,"2034"
"17852",4704,0,0,0,0,0,0,0,NA,"2034",2020-09-29,"1769"
"17853",4704,0,0,0,0,1,0,1,NA,"1769",2020-09-29,"1217"
"17854",4704,0,0,1,0,0,1,0,NA,"1217",2020-09-28,"1020"
"17855",4704,1,0,1,0,1,1,1,"389","1020",2020-09-27,"796"
"17856",4704,0,0,0,0,1,0,1,NA,"796",2020-09-24,"NA"
"17857",4705,1,0,5,0,1,0,0,"26775","35521",2021-02-15,"NA"
"17858",4706,0,0,1,0,0,0,0,NA,"18724",2021-02-15,"16330"
"17859",4706,5,1,1,0,0,0,0,"16330","16330",2021-02-15,"NA"
"17860",4707,1,0,2,1,0,0,0,"15872","17635",2021-02-15,"14014"
"17861",4707,1,0,0,0,0,0,0,"14014","14014",2021-02-15,"NA"
"17862",4708,0,0,2,1,2,1,1,NA,"14796",2021-02-15,"61"
"17863",4708,0,0,1,0,0,0,0,NA,"61",2019-05-06,"NA"
"17864",4709,0,0,1,0,0,1,0,NA,"16842",2021-02-15,"1756"
"17865",4709,0,0,0,0,1,0,1,NA,"1756",2020-10-05,"1408"
"17866",4709,1,0,0,0,0,0,0,"1414","1408",2020-10-04,"78"
"17867",4709,0,0,1,0,0,0,0,NA,"78",2018-06-08,"NA"
"17868",4710,0,0,1,0,0,0,0,NA,"17308",2021-02-15,"14469"
"17869",4710,0,0,1,0,0,1,0,NA,"14469",2021-02-14,"2076"
"17870",4710,0,0,0,0,0,0,0,NA,"2076",2020-09-29,"1951"
"17871",4710,0,0,0,0,1,0,1,NA,"1951",2020-09-29,"123"
"17872",4710,0,0,3,1,0,0,0,NA,"123",2019-05-23,"NA"
"17873",4711,1,0,1,0,0,0,0,"13","17518",2021-02-15,"NA"
"17874",4712,1,0,1,0,0,0,0,"8662","15106",2021-02-15,"73"
"17875",4712,0,0,1,0,0,0,0,NA,"73",2019-01-04,"NA"
"17876",4713,0,0,1,0,1,0,0,NA,"17497",2021-02-15,"NA"
"17877",4714,0,0,1,0,0,0,0,NA,"25985",2021-02-15,"2053"
"17878",4714,1,1,1,0,1,0,0,"2","2053",2020-10-08,"NA"
"17879",4715,0,0,1,0,0,0,0,NA,"16353",2021-02-15,"58"
"17880",4715,1,0,0,0,0,0,0,"70","58",2017-06-26,"NA"
"17881",4716,0,0,1,0,1,0,0,NA,"16935",2021-02-15,"NA"
"17882",4717,0,0,1,0,0,0,0,NA,"26740",2021-02-15,"NA"
"17883",4718,3,3,1,0,1,0,0,"92278","136657",2021-02-14,"28116"
"17884",4718,16,7,16,2,1,0,0,"6897","28116",2020-12-24,"414"
"17885",4718,0,1,7,0,0,0,0,NA,"414",2018-06-08,"97"
"17886",4718,3,1,6,0,1,0,0,"83","97",2017-10-20,"NA"
"17887",4719,0,0,2,1,3,0,0,NA,"15943",2021-02-14,"7898"
"17888",4719,0,0,1,0,0,0,0,NA,"7898",2021-02-01,"NA"
"17889",4720,0,0,1,0,0,0,0,NA,"14941",2021-02-14,"NA"
"17890",4721,0,0,1,0,0,0,0,NA,"15913",2021-02-14,"14014"
"17891",4721,0,0,2,0,0,1,0,NA,"14014",2021-02-14,"7277"
"17892",4721,0,1,0,0,0,0,0,NA,"7277",2021-01-29,"1840"
"17893",4721,0,0,0,0,1,0,1,NA,"1840",2020-09-29,"1223"
"17894",4721,0,0,1,0,0,1,0,NA,"1223",2020-09-28,"1055"
"17895",4721,1,0,1,0,1,1,1,"354","1055",2020-09-27,"796"
"17896",4721,0,0,0,0,1,0,1,NA,"796",2020-09-24,"NA"
"17897",4722,0,0,0,0,0,0,0,NA,"16367",2021-02-14,"18186"
"17898",4722,2,1,1,0,0,0,0,"16367","18186",2021-02-14,"NA"
"17899",4723,0,0,1,0,0,0,0,NA,"14549",2021-02-14,"305"
"17900",4723,0,0,4,0,1,0,0,NA,"305",2020-09-06,"190"
"17901",4723,0,0,1,0,0,0,0,NA,"190",2020-05-19,"NA"
"17902",4724,2,2,3,0,0,0,0,"9973","47024",2021-02-14,"NA"
"17903",4725,2,1,5,1,0,0,0,"23729","23729",2021-02-14,"300"
"17904",4725,0,0,4,0,0,0,0,NA,"300",2020-05-16,"45"
"17905",4725,0,0,2,0,0,0,0,NA,"45",2019-09-02,"NA"
"17906",4726,0,0,1,0,0,1,0,NA,"15283",2021-02-14,"1627"
"17907",4726,0,0,3,0,2,2,2,NA,"1627",2020-10-02,"2045"
"17908",4726,1,1,1,1,1,0,1,"116","2045",2020-09-30,"66"
"17909",4726,0,0,6,0,0,0,0,NA,"66",2019-07-31,"NA"
"17910",4727,1,0,1,0,0,0,0,"7","16278",2021-02-14,"NA"
"17911",4728,5,2,3,0,0,0,0,"7894","37992",2021-02-14,"NA"
"17912",4729,0,0,1,0,1,0,0,NA,"17720",2021-02-14,"NA"
"17913",4730,2,2,1,0,0,0,0,"2325","18194",2021-02-14,"NA"
"17914",4731,1,0,2,0,0,0,0,"19324","19324",2021-02-14,"13497"
"17915",4731,0,0,2,1,2,1,1,NA,"13497",2021-02-07,"73"
"17916",4731,1,1,3,0,1,0,0,"109","73",2020-01-04,"NA"
"17917",4732,0,0,1,0,0,0,0,NA,"17484",2021-02-14,"NA"
"17918",4733,0,0,1,0,2,1,1,NA,"18848",2021-02-14,"78"
"17919",4733,1,1,1,0,0,0,0,"58","78",2019-05-06,"NA"
"17920",4734,0,0,3,1,0,0,0,NA,"13791",2021-02-14,"7805"
"17921",4734,0,0,1,0,0,0,0,NA,"7805",2021-02-02,"1031"
"17922",4734,0,0,2,0,1,2,1,NA,"1031",2020-09-26,"951"
"17923",4734,0,0,2,1,1,0,1,NA,"951",2020-09-20,"NA"
"17924",4735,0,0,1,0,1,0,0,NA,"13501",2021-02-14,"NA"
"17925",4736,0,0,1,0,0,0,0,NA,"14520",2021-02-14,"NA"
"17926",4737,0,0,1,0,0,0,0,NA,"18172",2021-02-14,"15345"
"17927",4737,0,0,1,0,0,0,0,NA,"15345",2021-02-14,"NA"
"17928",4738,1,1,4,0,0,0,0,"27783","30875",2021-02-14,"20265"
"17929",4738,3,1,1,0,1,0,0,"366","20265",2021-02-04,"NA"
"17930",4739,0,0,1,0,0,1,0,NA,"20083",2021-02-14,"18007"
"17931",4739,0,0,0,0,2,0,1,NA,"18007",2021-02-14,"NA"
"17932",4740,0,1,1,0,0,0,0,NA,"62177",2021-02-14,"46041"
"17933",4740,6,4,2,0,1,0,0,"44","46041",2021-02-12,"NA"
"17934",4741,3,3,25,5,0,0,0,"8544","15669",2021-02-14,"NA"
"17935",4742,1,0,1,0,1,0,0,"0.01","14765",2021-02-14,"NA"
"17936",4743,0,0,1,0,0,0,0,NA,"19748",2021-02-14,"2372"
"17937",4743,0,0,3,2,0,0,0,NA,"2372",2020-09-27,"81"
"17938",4743,1,1,10,0,1,0,0,"32","81",2019-11-17,"NA"
"17939",4744,0,0,1,0,0,0,0,NA,"50665",2021-02-14,"NA"
"17940",4745,0,0,7,1,1,0,0,NA,"16913",2021-02-14,"11998"
"17941",4745,1,0,1,0,2,1,1,"11331","11998",2021-02-05,"144"
"17942",4745,3,0,2,0,0,0,0,"51","144",2020-01-16,"NA"
"17943",4746,0,0,1,0,0,1,0,NA,"13143",2021-02-14,"2065"
"17944",4746,0,0,0,0,1,0,1,NA,"2065",2020-09-29,"61"
"17945",4746,0,0,1,0,0,0,0,NA,"61",2019-05-06,"NA"
"17946",4747,0,0,1,0,0,1,0,NA,"13234",2021-02-13,"1686"
"17947",4747,0,0,0,0,0,0,0,NA,"1686",2020-10-05,"1584"
"17948",4747,0,0,0,0,0,0,0,NA,"1584",2020-10-05,"2076"
"17949",4747,0,0,0,0,0,0,0,NA,"2076",2020-10-04,"2046"
"17950",4747,0,0,0,0,1,0,1,NA,"2046",2020-10-03,"1581"
"17951",4747,0,0,2,1,0,0,0,NA,"1581",2020-09-28,"225"
"17952",4747,1,1,4,1,0,0,0,"204","225",2020-05-25,"NA"
"17953",4748,2,1,1,0,1,0,0,"1015","17991",2021-02-13,"72"
"17954",4748,0,0,4,0,0,0,0,NA,"72",2017-09-21,"NA"
"17955",4749,0,0,1,0,0,0,0,NA,"19971",2021-02-13,"12208"
"17956",4749,0,0,1,0,0,0,0,NA,"12208",2021-02-09,"6586"
"17957",4749,1,1,8,2,2,0,0,"37","6586",2021-01-08,"18"
"17958",4749,1,0,1,0,0,1,0,"18","18",2020-10-08,"2369"
"17959",4749,0,0,1,0,1,0,1,NA,"2369",2020-10-08,"127"
"17960",4749,0,0,2,0,0,0,0,NA,"127",2020-01-04,"61"
"17961",4749,2,0,0,0,0,0,0,"55","61",2019-05-06,"NA"
"17962",4750,1,1,1,0,1,0,0,"1616","13538",2021-02-13,"NA"
"17963",4751,0,0,1,0,0,1,0,NA,"13515",2021-02-13,"2131"
"17964",4751,0,0,0,0,0,0,0,NA,"2131",2020-09-30,"2143"
"17965",4751,0,0,0,0,0,0,0,NA,"2143",2020-09-29,"1741"
"17966",4751,0,0,0,0,0,0,0,NA,"1741",2020-09-28,"1413"
"17967",4751,0,0,0,0,0,0,0,NA,"1413",2020-09-28,"1036"
"17968",4751,0,0,0,0,1,0,1,NA,"1036",2020-09-25,"748"
"17969",4751,0,1,2,0,1,0,0,NA,"748",2020-09-14,"38"
"17970",4751,1,0,5,0,1,0,0,"38","38",2019-11-23,"NA"
"17971",4752,1,0,1,0,0,0,0,"12662","12662",2021-02-13,"12443"
"17972",4752,0,0,1,0,0,0,0,NA,"12443",2021-02-13,"NA"
"17973",4753,0,0,1,0,0,1,0,NA,"12824",2021-02-13,"1078"
"17974",4753,0,0,0,0,0,0,0,NA,"1078",2020-09-27,"678"
"17975",4753,0,0,0,0,1,0,1,NA,"678",2020-09-23,"560"
"17976",4753,0,0,1,0,0,0,0,NA,"560",2020-09-14,"264"
"17977",4753,0,0,3,0,0,0,0,NA,"264",2020-05-27,"NA"
"17978",4754,1,1,1,0,0,0,0,"12042","12623",2021-02-13,"NA"
"17979",4755,2,0,0,0,1,0,0,"33580","33580",2021-02-13,"NA"
"17980",4756,3,2,1,0,1,0,0,"927","30857",2021-02-13,"NA"
"17981",4757,0,0,5,3,1,0,0,NA,"14171",2021-02-13,"6344"
"17982",4757,0,0,1,0,0,0,0,NA,"6344",2021-01-21,"1705"
"17983",4757,1,0,0,0,0,0,0,"1764","1705",2020-10-07,"NA"
"17984",4758,1,1,1,0,0,0,0,"8005","20046",2021-02-13,"1937"
"17985",4758,1,1,2,0,1,0,0,"1844","1937",2020-10-06,"NA"
"17986",4759,0,0,1,0,0,0,0,NA,"16684",2021-02-13,"2132"
"17987",4759,0,0,2,0,0,1,0,NA,"2132",2020-10-01,"1343"
"17988",4759,0,0,1,1,1,0,1,NA,"1343",2020-09-24,"1111"
"17989",4759,1,1,7,1,0,0,0,"382","1111",2020-09-15,"61"
"17990",4759,2,1,1,0,0,0,0,"55","61",2019-05-06,"NA"
"17991",4760,0,0,1,0,0,0,0,NA,"11368",2021-02-13,"NA"
"17992",4761,0,0,1,0,0,0,0,NA,"11238",2021-02-13,"NA"
"17993",4762,1,1,5,0,0,0,0,"26041","26041",2021-02-13,"21022"
"17994",4762,4,2,1,0,0,0,0,"28","21022",2021-02-09,"NA"
"17995",4763,0,0,1,0,0,0,0,NA,"12371",2021-02-13,"6554"
"17996",4763,0,0,1,0,0,1,0,NA,"6554",2021-01-27,"1836"
"17997",4763,0,0,0,0,0,0,0,NA,"1836",2020-09-29,"1854"
"17998",4763,0,0,0,0,1,0,1,NA,"1854",2020-09-28,"1613"
"17999",4763,0,0,1,0,0,0,0,NA,"1613",2020-09-28,"1427"
"18000",4763,0,0,3,0,1,0,0,NA,"1427",2020-09-28,"184"
"18001",4763,1,0,4,0,1,0,0,"13","184",2020-05-22,"NA"
"18002",4764,1,0,1,0,1,0,0,"10190","11263",2021-02-13,"2191"
"18003",4764,0,1,1,0,0,0,0,NA,"2191",2020-12-22,"1243"
"18004",4764,1,0,1,0,0,1,0,"794","1243",2020-09-27,"948"
"18005",4764,0,0,0,0,0,0,0,NA,"948",2020-09-24,"796"
"18006",4764,0,0,0,0,1,0,1,NA,"796",2020-09-24,"NA"
"18007",4765,2,1,3,0,1,0,0,"17707","18282",2021-02-12,"NA"
"18008",4766,0,0,3,0,0,0,0,NA,"13500",2021-02-12,"7129"
"18009",4766,16,2,0,0,0,0,0,"7399","7129",2021-01-31,"NA"
"18010",4767,1,1,1,0,1,1,1,"8911","11087",2021-02-12,"8440"
"18011",4767,0,1,4,1,0,0,0,NA,"8440",2021-02-05,"5468"
"18012",4767,4,2,1,0,0,0,0,"5164","5468",2021-01-07,"74"
"18013",4767,0,0,1,0,0,0,0,NA,"74",2017-12-29,"NA"
"18014",4768,6,3,2,1,1,0,0,"8696","35785",2021-02-11,"NA"
"18015",4769,2,2,1,0,0,0,0,"12230","14765",2021-02-11,"NA"
"18016",4770,2,1,1,0,0,0,0,"17592","23151",2021-02-11,"NA"
"18017",4771,1,1,2,0,0,1,0,"2480","11669",2021-02-11,"1884"
"18018",4771,0,0,0,0,0,0,0,NA,"1884",2020-11-26,"1790"
"18019",4771,0,0,0,0,0,0,0,NA,"1790",2020-10-14,"1633"
"18020",4771,0,0,0,0,0,0,0,NA,"1633",2020-10-11,"1421"
"18021",4771,0,0,2,0,2,1,2,NA,"1421",2020-10-08,"1414"
"18022",4771,1,0,0,0,0,0,0,"1398","1414",2020-10-04,"42"
"18023",4771,0,0,5,3,0,0,0,NA,"42",2018-06-07,"NA"
"18024",4772,0,0,1,0,0,0,0,NA,"13507",2021-02-11,"NA"
"18025",4773,1,1,10,3,1,0,0,"15712","23241",2021-02-11,"13472"
"18026",4773,6,6,2,0,1,0,0,"9550","13472",2021-01-24,"NA"
"18027",4774,0,1,1,0,0,0,0,NA,"34747",2021-02-11,"13192"
"18028",4774,2,1,3,0,4,0,0,"5602","13192",2021-01-12,"8112"
"18029",4774,0,0,7,0,1,1,1,NA,"8112",2020-12-24,"3411"
"18030",4774,3,1,1,0,0,0,0,"354","3411",2020-10-08,"NA"
"18031",4775,0,0,2,1,1,0,0,NA,"224930",2021-02-11,"NA"
"18032",4776,1,1,1,0,1,0,0,"13","224930",2021-02-11,"NA"
"18033",4777,1,0,2,0,1,0,0,"12157","13966",2021-02-10,"NA"
"18034",4778,1,0,1,0,0,0,0,"20840","20563",2021-02-10,"613"
"18035",4778,0,0,1,0,0,0,0,NA,"613",2020-05-25,"198"
"18036",4778,0,0,7,0,0,0,0,NA,"198",2020-01-09,"47"
"18037",4778,1,0,0,0,1,0,0,"41","47",2017-11-26,"NA"
"18038",4779,0,0,1,0,2,1,1,NA,"15688",2021-02-10,"146"
"18039",4779,0,0,1,0,0,0,0,NA,"146",2020-01-16,"101"
"18040",4779,3,1,1,0,0,0,0,"83","101",2018-10-24,"NA"
"18041",4780,0,0,1,0,1,0,0,NA,"13046",2021-02-10,"NA"
"18042",4781,1,1,1,0,0,0,0,"159","14786",2021-02-10,"184"
"18043",4781,0,0,1,0,1,0,0,NA,"184",2018-01-20,"NA"
"18044",4782,7,2,0,0,1,0,0,"7452","32751",2021-02-10,"NA"
"18045",4783,1,1,3,0,0,1,0,"2688","11814",2021-02-09,"719"
"18046",4783,0,0,0,0,0,0,0,NA,"719",2020-09-24,"613"
"18047",4783,0,0,3,2,1,0,1,NA,"613",2020-09-22,"NA"
"18048",4784,1,1,1,0,0,0,0,"9189","11636",2021-02-09,"4927"
"18049",4784,1,0,3,0,0,0,0,"4931","4927",2021-01-17,"NA"
"18050",4785,1,0,1,0,1,0,0,"14521","21040",2021-02-09,"NA"
"18051",4786,1,1,10,3,0,0,0,"10628","13893",2021-02-09,"5386"
"18052",4786,1,1,10,2,2,0,0,"5386","5386",2021-01-22,"5224"
"18053",4786,9,2,0,0,0,0,0,"5514","5224",2021-01-14,"NA"
"18054",4787,2,1,3,2,0,0,0,"8772","8989",2021-02-09,"60"
"18055",4787,0,0,1,0,0,0,0,NA,"60",2018-04-08,"NA"
"18056",4788,2,2,1,0,1,0,0,"6780","46848",2021-02-09,"NA"
"18057",4789,1,1,1,0,0,0,0,"239","14673",2021-02-09,"56"
"18058",4789,1,0,3,0,1,0,0,"56","56",2019-11-07,"NA"
"18059",4790,2,2,1,0,0,0,0,"43","16323",2021-02-09,"NA"
"18060",4791,0,1,1,0,0,0,0,NA,"13705",2021-02-09,"1020"
"18061",4791,1,0,2,1,0,0,0,"390","1020",2020-09-24,"380"
"18062",4791,0,0,2,1,0,0,0,NA,"380",2020-08-26,"NA"
"18063",4792,0,0,2,0,0,0,0,NA,"17356",2021-02-09,"NA"
"18064",4793,0,0,1,0,0,0,0,NA,"11108",2021-02-09,"NA"
"18065",4794,2,2,3,0,1,1,1,"9608","16488",2021-02-08,"1944"
"18066",4794,3,2,3,0,0,0,0,"1944","1944",2020-10-08,"1098"
"18067",4794,0,0,5,0,0,0,0,NA,"1098",2020-09-14,"302"
"18068",4794,1,1,1,0,1,0,0,"245","302",2020-05-26,"NA"
"18069",4795,0,0,1,0,1,0,0,NA,"10244",2021-02-08,"NA"
"18070",4796,19,3,1,0,0,0,0,"97","42685",2021-02-08,"NA"
"18071",4797,1,1,1,0,0,0,0,"15513","18960",2021-02-08,"NA"
"18072",4798,1,1,1,0,1,0,0,"2015","9923",2021-02-08,"NA"
"18073",4799,1,1,3,0,0,0,0,"8194","11955",2021-02-08,"NA"
"18074",4800,0,0,1,0,0,0,0,NA,"13475",2021-02-08,"5021"
"18075",4800,0,0,1,0,2,1,0,NA,"5021",2021-01-03,"1613"
"18076",4800,0,0,10,4,4,3,4,NA,"1613",2020-11-15,"2025"
"18077",4800,1,0,3,0,0,1,0,"2022","2025",2020-10-14,"2088"
"18078",4800,0,0,0,0,0,0,0,NA,"2088",2020-10-13,"1638"
"18079",4800,0,0,2,0,2,1,1,NA,"1638",2020-10-09,"1687"
"18080",4800,0,0,0,0,0,0,0,NA,"1687",2020-10-07,"1971"
"18081",4800,0,0,0,0,0,0,0,NA,"1971",2020-10-06,"1914"
"18082",4800,0,0,0,0,0,0,0,NA,"1914",2020-10-04,"1735"
"18083",4800,0,0,1,0,1,0,1,NA,"1735",2020-10-01,"1838"
"18084",4800,1,1,8,2,0,0,0,"162","1838",2020-10-01,"55"
"18085",4800,0,0,3,2,0,0,0,NA,"55",2019-12-31,"38"
"18086",4800,0,0,3,0,0,0,0,NA,"38",2019-12-21,"47"
"18087",4800,0,0,5,0,0,0,0,NA,"47",2019-09-15,"NA"
"18088",4801,0,0,3,0,4,0,0,NA,"10247",2021-02-08,"NA"
"18089",4802,1,1,3,1,0,0,0,"6550","25714",2021-02-08,"77"
"18090",4802,0,0,3,0,0,0,0,NA,"77",2017-12-05,"65"
"18091",4802,2,1,2,0,0,0,0,"13","65",2017-07-21,"NA"
"18092",4803,2,2,1,0,0,0,0,"9436","12000",2021-02-08,"0.01"
"18093",4803,1,1,1,0,0,0,0,"42","0.01",2021-01-17,"NA"
"18094",4804,1,1,2,1,0,0,0,"8135","10714",2021-02-08,"NA"
"18095",4805,0,0,1,0,0,0,0,NA,"9433",2021-02-08,"6837"
"18096",4805,1,1,1,0,1,0,0,"2223","6837",2021-02-01,"NA"
"18097",4806,2,1,2,0,3,3,2,"3","169770",2021-02-08,"21062"
"18098",4806,6,3,2,1,1,0,1,"8403","21062",2020-09-27,"NA"
"18099",4807,2,1,1,0,0,0,0,"1","10774",2021-02-08,"42"
"18100",4807,0,0,1,0,0,0,0,NA,"42",2017-12-04,"NA"
"18101",4808,0,0,2,0,0,1,0,NA,"8086",2021-02-08,"7046"
"18102",4808,0,0,2,0,1,0,1,NA,"7046",2021-02-08,"35"
"18103",4808,1,0,1,0,0,0,0,"35","35",2017-08-28,"NA"
"18104",4809,0,0,3,1,0,0,0,NA,"8208",2021-02-08,"6445"
"18105",4809,3,2,6,3,0,0,0,"6445","6445",2021-02-02,"259"
"18106",4809,0,0,3,0,0,0,0,NA,"259",2020-02-25,"90"
"18107",4809,0,0,1,0,0,0,0,NA,"90",2017-08-14,"51"
"18108",4809,1,0,1,0,0,0,0,"44","51",2017-08-05,"NA"
"18109",4810,0,1,2,0,1,0,0,NA,"153826",2021-02-08,"58723"
"18110",4810,8,0,2,0,1,0,0,"69","58723",2021-01-06,"NA"
"18111",4811,4,3,1,0,0,0,0,"14005","17272",2021-02-07,"NA"
"18112",4812,2,1,5,3,0,1,0,"22613","22185",2021-02-07,"3219"
"18113",4812,0,0,0,0,0,0,0,NA,"3219",2020-09-29,"2068"
"18114",4812,1,1,5,4,1,0,1,"378","2068",2020-09-25,"127"
"18115",4812,0,0,1,0,0,0,0,NA,"127",2020-01-03,"109"
"18116",4812,2,0,0,0,0,0,0,"14","109",2019-06-20,"NA"
"18117",4813,2,1,0,0,1,0,0,"4880","21560",2021-02-07,"NA"
"18118",4814,0,0,2,0,0,0,0,NA,"8657",2021-02-06,"NA"
"18119",4815,4,3,1,0,0,0,0,"49","22272",2021-02-06,"NA"
"18120",4816,1,1,2,0,2,1,1,"16811","19786",2021-02-06,"489"
"18121",4816,2,1,4,2,0,0,0,"489","489",2020-06-29,"162"
"18122",4816,1,1,2,0,0,0,0,"132","162",2020-01-03,"38"
"18123",4816,2,2,1,0,0,0,0,"14","38",2017-11-22,"NA"
"18124",4817,3,2,0,0,1,0,0,"56811","56811",2021-02-05,"NA"
"18125",4818,2,0,0,0,2,0,0,"24102","24102",2021-02-05,"NA"
"18126",4819,3,1,0,0,1,0,0,"6172","29267",2021-02-05,"NA"
"18127",4820,0,0,1,0,0,0,0,NA,"39813",2021-02-05,"8435"
"18128",4820,3,2,10,0,3,1,1,"64","8435",2021-01-01,"NA"
"18129",4821,4,3,2,0,0,0,0,"79","40642",2021-02-05,"NA"
"18130",4822,3,2,2,0,0,0,0,"15444","22926",2021-02-05,"NA"
"18131",4823,2,2,1,0,0,0,0,"14974","26201",2021-02-05,"NA"
"18132",4824,3,3,3,0,0,0,0,"9896","18013",2021-02-05,"6065"
"18133",4824,4,0,0,0,0,0,0,"6065","6065",2021-01-13,"NA"
"18134",4825,0,0,2,0,2,0,0,NA,"9671",2021-02-05,"NA"
"18135",4826,1,0,8,1,0,0,0,"17214","26116",2021-02-05,"NA"
"18136",4827,2,1,2,1,0,0,0,"9885","11506",2021-02-04,"NA"
"18137",4828,2,0,1,0,0,0,0,"57","21027",2021-02-04,"NA"
"18138",4829,5,2,0,0,1,0,0,"6636","55728",2021-02-04,"NA"
"18139",4830,0,0,1,0,0,0,0,NA,"22896",2021-02-04,"16366"
"18140",4830,1,1,1,0,1,0,0,"13432","16366",2021-02-04,"NA"
"18141",4831,0,0,1,0,1,0,0,NA,"9567",2021-02-04,"25"
"18142",4831,0,0,1,0,0,0,0,NA,"25",2018-11-18,"NA"
"18143",4832,6,4,0,0,1,0,0,"6631","25022",2021-02-04,"3"
"18144",4832,0,0,1,0,0,0,0,NA,"3",2017-06-23,"NA"
"18145",4833,5,4,4,0,1,0,0,"8056","13432",2021-02-04,"NA"
"18146",4834,1,0,5,0,1,0,0,"26633","26633",2021-02-04,"8329"
"18147",4834,3,2,0,0,0,0,0,"8481","8329",2020-11-23,"NA"
"18148",4835,0,0,1,0,0,0,0,NA,"9450",2021-02-03,"NA"
"18149",4836,0,0,1,0,0,0,0,NA,"9006",2021-02-03,"8203"
"18150",4836,0,0,2,1,0,0,0,NA,"8203",2021-02-03,"6502"
"18151",4836,0,0,1,0,1,0,0,NA,"6502",2021-01-27,"NA"
"18152",4837,8,5,1,0,1,0,0,"8666","28601",2021-02-03,"NA"
"18153",4838,18,5,0,0,1,0,0,"8695","77528",2021-02-03,"NA"
"18154",4839,1,1,4,1,0,0,0,"11554","13712",2021-02-03,"1548"
"18155",4839,1,0,1,0,0,0,0,"736","1548",2020-09-13,"NA"
"18156",4840,0,0,1,0,0,0,0,NA,"15394",2021-02-03,"9506"
"18157",4840,0,1,1,0,0,0,0,NA,"9506",2021-01-27,"7980"
"18158",4840,1,0,10,8,1,0,0,"6253","7980",2021-01-25,"703"
"18159",4840,1,0,1,0,0,0,0,"683","703",2020-08-15,"400"
"18160",4840,0,0,2,0,0,0,0,NA,"400",2020-05-22,"76"
"18161",4840,1,0,2,0,0,0,0,"57","76",2020-01-03,"109"
"18162",4840,3,2,1,1,0,0,0,"14","109",2019-06-20,"NA"
"18163",4841,7,5,5,0,2,1,1,"7760","10922",2021-02-03,"60"
"18164",4841,0,0,1,0,0,0,0,NA,"60",2018-06-08,"NA"
"18165",4842,0,0,9,1,2,2,2,NA,"11314",2021-02-03,"330"
"18166",4842,0,0,1,0,0,0,0,NA,"330",2020-05-29,"NA"
"18167",4843,0,0,1,0,0,0,0,NA,"9054",2021-02-03,"27"
"18168",4843,0,0,1,0,0,0,0,NA,"27",2018-11-08,"NA"
"18169",4844,1,1,1,0,0,0,0,"3298","16216",2021-02-02,"2931"
"18170",4844,4,0,0,0,0,0,0,"2931","2931",2020-12-31,"NA"
"18171",4845,4,1,0,0,1,0,0,"9","16707",2021-02-02,"NA"
"18172",4846,1,0,0,0,1,0,0,"10025","10025",2021-02-02,"NA"
"18173",4847,5,2,0,0,1,0,0,"679","11458",2021-02-02,"NA"
"18174",4848,10,4,6,0,1,0,0,"93","54335",2021-02-02,"NA"
"18175",4849,0,0,1,0,0,0,0,NA,"12605",2021-02-01,"NA"
"18176",4850,3,0,1,0,1,0,0,"9251","13293",2021-02-01,"NA"
"18177",4851,2,1,1,0,0,0,0,"899","23998",2021-02-01,"43"
"18178",4851,1,1,1,0,0,0,0,"69","43",2018-12-13,"NA"
"18179",4852,1,0,1,0,0,0,0,"13130","13224",2021-02-01,"NA"
"18180",4853,2,2,1,0,1,1,1,"869","8646",2021-02-01,"45"
"18181",4853,0,0,2,0,0,0,0,NA,"45",2018-06-08,"NA"
